timestamp,item_id,buy_price,sell_price,buy_volume,sell_volume
2026-02-01T10:03:33.743464,CORRUPTED_BAIT,67.53697580433527,9.645857176452145,444452,1200641
2026-02-01T10:03:33.743464,TARANTULA_WEB,2209.063764436503,2048.945206029574,7939323,1133117
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_CROP_FEVER_5,28951516.0,25000001.14117647,299,679
2026-02-01T10:03:33.743464,SEA_LUMIES,727.9117231470864,456.2133388609629,1024718,5869592
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_CROP_FEVER_4,16499998.7,12089155.792857142,93,2130
2026-02-01T10:03:33.743464,ARCHITECT_FIRST_DRAFT,62570.6,33423.57843625498,2620,49186
2026-02-01T10:03:33.743464,ESSENCE_DRAGON,3195.4054849675886,2816.783341061607,14421156,6208906
2026-02-01T10:03:33.743464,RITUAL_RESIDUE,1884851.6904761905,1570926.6948275864,618,2787
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_ROSE_2,342800.5,22597.613402061856,12,4422
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_ROSE_1,147636.375,92926.94600550964,191,16440
2026-02-01T10:03:33.743464,SHARD_SALMON,9697.877843494085,1000.8,40887,1991
2026-02-01T10:03:33.743464,GIANT_FRAGMENT_LASER,1029757.1245614034,985000.4018181819,1077,1449
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_CROP_FEVER_3,8399994.2,6588141.2,11,14
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_ROSE_5,2599999.8,901766.7,13,41
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_CROP_FEVER_2,4263841.081250001,3308518.911764706,624,163
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_ROSE_4,1546226.2,81586.9,10,83
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_CROP_FEVER_1,1796292.7759689922,1672523.7020408162,5726,2375
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_ROSE_3,757365.5,1000.5,16,143
2026-02-01T10:03:33.743464,DO_NOT_EAT_SHROOM,877667.4130434783,5524.813547603085,250,72324
2026-02-01T10:03:33.743464,ENCHANTED_BLAZE_ROD,248275.9682656827,215961.2340647858,11168,62820
2026-02-01T10:03:33.743464,GENERATOR_UPGRADE_STONE_REVENANT_12,8500000.0,4000002.0142857144,12,2074
2026-02-01T10:03:33.743464,SHARD_MEGALITH,255999.63957123714,194101.1,35139,999
2026-02-01T10:03:33.743464,ENCHANTED_BROWN_MUSHROOM,1732.9312007635192,1550.0999999999997,3049294,921120
2026-02-01T10:03:33.743464,FRESHLY_MINTED_COINS,3562663.0609375,3226783.733333333,2389,280
2026-02-01T10:03:33.743464,SHARD_CARROT_KING,174891.9119133574,127784.28417508418,109360,10609
2026-02-01T10:03:33.743464,ENCHANTMENT_CORRUPTION_5,335949.8,17163.0,106,485
2026-02-01T10:03:33.743464,ENCHANTMENT_CORRUPTION_4,104860.8,10.1,20,507
2026-02-01T10:03:33.743464,PROTECTOR_FRAGMENT,13368.1,8545.366025378635,1805,110032
2026-02-01T10:03:33.743464,ENCHANTMENT_CORRUPTION_3,116997.25,0.0,80,0
2026-02-01T10:03:33.743464,ENCHANTMENT_CORRUPTION_2,58949.30000000001,0.0,89,0
2026-02-01T10:03:33.743464,ENCHANTMENT_CORRUPTION_1,0.6,0.0,46,0
2026-02-01T10:03:33.743464,SHARD_BAL,358482.7292735043,200000.0,23747,8652
2026-02-01T10:03:33.743464,ROCK_GEMSTONE,4348961.655970149,3400000.0,6216,3
2026-02-01T10:03:33.743464,CONDENSED_FERMENTO,2481474.340562249,2083441.0708010339,11241,7343
2026-02-01T10:03:33.743464,DIAMOND,9.365959373729877,5.412557155052448,10937182,7132381
2026-02-01T10:03:33.743464,COBBLESTONE,2.4,0.2,8511673,618982
2026-02-01T10:03:33.743464,END_STONE_SHULKER,6093.154069767441,0.6,7307,800
2026-02-01T10:03:33.743464,MAGMA_LORD_FRAGMENT,4538177.692307693,4114507.253061224,1145,3706
2026-02-01T10:03:33.743464,ENCHANTMENT_CAYENNE_5,17523254.111627907,16000000.0,1782,1
2026-02-01T10:03:33.743464,ENCHANTMENT_CAYENNE_4,13999981.3,6999994.4,1071,13
2026-02-01T10:03:33.743464,WINTER_FRAGMENT,1418291.4,1092110.2253731345,204,8933
2026-02-01T10:03:33.743464,ENDER_MONOCLE,3496.312684365782,1.1,12564,1553
2026-02-01T10:03:33.743464,KELVIN_INVERTER,100624.4,90004.91538461538,288,451801
2026-02-01T10:03:33.743464,REFINED_DIAMOND,610277.6295454545,589504.9220016208,8276,107732
2026-02-01T10:03:33.743464,X,27552.1,14000.1,13875,1412
2026-02-01T10:03:33.743464,Y,78226.35925925925,48709.704106776175,1454,151314
2026-02-01T10:03:33.743464,Z,226465.9,113403.73655282818,1412,451938
2026-02-01T10:03:33.743464,ENCHANTMENT_CAYENNE_3,0.0,0.0,0,0
2026-02-01T10:03:33.743464,PORK,55.03269847185986,19.284091636725837,2607216,2593996
2026-02-01T10:03:33.743464,ENCHANTMENT_CAYENNE_2,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_CAYENNE_1,0.0,0.0,0,0
2026-02-01T10:03:33.743464,FLAMES,22995.09621125143,10004.0,41463,22722
2026-02-01T10:03:33.743464,ENCHANTMENT_ENDER_SLAYER_1,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_MOONFLOWER_2,823984.6,291525.73333333334,76,334
2026-02-01T10:03:33.743464,HONEY_JAR,10479.9,8018.9,8239,12797
2026-02-01T10:03:33.743464,PET_CAKE,43582.066666666666,17579.10898876405,114,55930
2026-02-01T10:03:33.743464,ULTIMATE_CARROT_CANDY,2485173.2,901351.1350482315,1017,7637
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_MOONFLOWER_3,2499999.0,600001.9833333333,18,258
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_MOONFLOWER_4,4157617.2000000007,10000.5,19,963
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_MOONFLOWER_5,4768640.45,2741277.0,59,86
2026-02-01T10:03:33.743464,SOLAR_PANEL,1749999.5,76000.56551724138,48,725424
2026-02-01T10:03:33.743464,SHARD_DODO,1627603.1225918226,1000003.1269230768,48771,643
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_MOONFLOWER_1,195455.10285714283,90231.52958579882,1627,8347
2026-02-01T10:03:33.743464,SHARD_BITBUG,2699998.745098039,1945833.6314814815,3556,1358
2026-02-01T10:03:33.743464,ENCHANTMENT_FIRE_ASPECT_1,0.0,0.0,0,0
2026-02-01T10:03:33.743464,UNDEAD_CATALYST,6307.2868181818185,1711.4,7650,10031
2026-02-01T10:03:33.743464,OLD_LEATHER_BOOT,163059.09544159545,86999.86299071023,3702,159182
2026-02-01T10:03:33.743464,ENCHANTMENT_FIRE_ASPECT_2,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_FIRE_ASPECT_3,27990.735294117647,10.264367816091953,1464,6124
2026-02-01T10:03:33.743464,ENCHANTMENT_ENDER_SLAYER_5,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_ENDER_SLAYER_4,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_ENDER_SLAYER_3,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_ENDER_SLAYER_2,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_ENDER_SLAYER_7,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_ENDER_SLAYER_6,247393.5964285714,132688.77192982455,2709,23990
2026-02-01T10:03:33.743464,DUNGEON_DECOY,699.9538018919081,259.3053335826078,541564,4764604
2026-02-01T10:03:33.743464,ENCHANTMENT_BIG_BRAIN_4,49999997.6,7161251.35,10,385
2026-02-01T10:03:33.743464,ENCHANTMENT_BIG_BRAIN_5,114059997.4,67600001.31538461,14,160
2026-02-01T10:03:33.743464,ENCHANTMENT_BIG_BRAIN_3,20999983.2,16379445.052173914,381,949
2026-02-01T10:03:33.743464,MUTATED_BLAZE_ASHES,1188.6,221.5264206981657,27820,1795304
2026-02-01T10:03:33.743464,ENCHANTED_CARROT_ON_A_STICK,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_THUNDERLORD_7,5114646.622222221,3882814.6418604655,438,3937
2026-02-01T10:03:33.743464,SHARD_PEST,22929.940242805747,12399.715588723051,290162,57503
2026-02-01T10:03:33.743464,ENCHANTMENT_THUNDERLORD_6,25401.436666666665,0.0,4284,0
2026-02-01T10:03:33.743464,DERELICT_ASHE,2094.2610568101823,1759.545123239993,4287514,47849806
2026-02-01T10:03:33.743464,FLY_SWATTER,537494.2600000001,472556.977170418,2854,34892
2026-02-01T10:03:33.743464,ENCHANTMENT_THUNDERLORD_3,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_THUNDERLORD_2,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_THUNDERLORD_5,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_THUNDERLORD_4,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTED_ACACIA_LOG,2716.5917376160987,2152.6,683213,332961
2026-02-01T10:03:33.743464,FLEXBONE,519253.2,473531.940625,4573,4243
2026-02-01T10:03:33.743464,ENCHANTMENT_MANA_STEAL_1,16989.92105263158,7008.1,867,39899
2026-02-01T10:03:33.743464,ENCHANTMENT_MANA_STEAL_2,60185.93636363637,2002.1,231,2392
2026-02-01T10:03:33.743464,ENCHANTMENT_THUNDERLORD_1,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_MANA_STEAL_3,245847.4,26239.345238095237,6,8312
2026-02-01T10:03:33.743464,MANGROVE_LOG,9.038213269796504,5.014300177082282,9722248,12577391
2026-02-01T10:03:33.743464,PLASMA_BUCKET,9799997.0,8664351.2,2118,77
2026-02-01T10:03:33.743464,SHARD_LAVA_FLAME,34636.84011976048,12230.899999999998,50360,5392
2026-02-01T10:03:33.743464,AMBER_MATERIAL,1499998.4588235295,1074638.7,822,3
2026-02-01T10:03:33.743464,FINE_TOPAZ_GEM,25084.017636684304,22137.253846153846,61485,43755
2026-02-01T10:03:33.743464,CREAMBLOOM,2088142.4000000001,962371.8,938,288
2026-02-01T10:03:33.743464,HYPERGOLIC_IONIZED_CERAMICS,3875.7589641434265,1175.9,9188,29262
2026-02-01T10:03:33.743464,THUNDER_SHARDS,56151.097956493075,46507.79596199525,2689,82700
2026-02-01T10:03:33.743464,ENCHANTED_ROTTEN_FLESH,625.2157968450949,504.37971326445415,7055619,3184967
2026-02-01T10:03:33.743464,ENCHANTED_GRILLED_PORK,127548.81428571428,125476.15403011513,44552,93609
2026-02-01T10:03:33.743464,WISHING_COMPASS,0.2,0.0,1020262,0
2026-02-01T10:03:33.743464,SHARD_OBSIDIAN_DEFENDER,14052.340040968787,7621.899999999999,558505,1894
2026-02-01T10:03:33.743464,OCEANDY,11450.9,274.40140920663316,1230,77196
2026-02-01T10:03:33.743464,SHARD_TIAMAT,354186.35502063273,280386.11,177777,651
2026-02-01T10:03:33.743464,OVERGROWN_GRASS,8098989.675,7038266.987500001,154,7347
2026-02-01T10:03:33.743464,PUMPKIN_BOMB,5999.042785862785,4500.5,20715,46433
2026-02-01T10:03:33.743464,FULL_CHUM_BUCKET,11933.8,1000.1000587889476,1658,6936
2026-02-01T10:03:33.743464,PET_ITEM_TOY_JERRY,199998.89032258064,6003.5,1508,2213
2026-02-01T10:03:33.743464,BUBBA_BLISTER,536999.8925925926,224378.58373015877,934,7472
2026-02-01T10:03:33.743464,ENCHANTED_UMBER,11645.536776078365,11333.521325816486,251423,193501
2026-02-01T10:03:33.743464,PRECURSOR_GEAR,452753.7506172841,330154.35569620255,31167,16976
2026-02-01T10:03:33.743464,FIGHTING_BOOSTER,1516260.5,966051.4000000001,181,47
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_WARTS_1,95.74172185430463,0.1,3356,252
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_WARTS_2,89996.4,0.0,45,0
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_WARTS_3,162092.55714285714,1000.4,231,167
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_WARTS_4,249998.8,1.6999999999999997,3,411
2026-02-01T10:03:33.743464,ENCHANTMENT_TURBO_WARTS_5,269636.19999999995,0.16076923076923075,351,260
2026-02-01T10:03:33.743464,SHARD_SPHINX,196104.1520979021,71054.5,19971,1332
2026-02-01T10:03:33.743464,ENCHANTED_DARK_OAK_LOG,1872.5015528287543,1220.0,2243706,292373
2026-02-01T10:03:33.743464,FLAWLESS_TOPAZ_GEM,2006990.8644444447,1585836.4809792843,2030,23496
2026-02-01T10:03:33.743464,CAPSAICIN_EYEDROPS_NO_CHARGES,1299998.0873239436,879277.8376865672,915,24879
2026-02-01T10:03:33.743464,ENCHANTED_WATER_LILY,1959.6736159524296,1600.0167423904559,1487082,95510
2026-02-01T10:03:33.743464,LOG:1,5.458355684940469,1.4,4438454,27023
2026-02-01T10:03:33.743464,TITANIUM_ORE,97.41393601030705,81.68940538838291,4605778,27393292
2026-02-01T10:03:33.743464,ROBOTRON_REFLECTOR,225084.16335403724,204171.2245247148,7190,26215
2026-02-01T10:03:33.743464,BLUE_SHARK_TOOTH,94075.42657868906,27349.3012345679,383489,1848
2026-02-01T10:03:33.743464,SNOOZLING,10389996.766666668,9156369.525,140,519
2026-02-01T10:03:33.743464,SHARD_WITHER_SPECTER,18615.34928084784,10209.96844262295,129117,8392
2026-02-01T10:03:33.743464,LOG:3,8.8,1.1,1621690,1107783
2026-02-01T10:03:33.743464,LOG:2,1.99528292106409,0.3,4456881,379967
2026-02-01T10:03:33.743464,SHARD_PRINCE,218575.1771257906,174453.8,125040,281
2026-02-01T10:03:33.743464,ENCHANTED_HAY_BALE,153394.3,150652.00336487908,6795,21036
