2026-02-01T10:03:42.181030,Chestplate of Divan,item,19600000,20989500,76
2026-02-01T10:03:42.181030,Ancient Superior Dragon Boots,item,10500000,50000000,7
2026-02-01T10:03:42.181030,Spirit Mask,item,104000000,128000000,29
2026-02-01T10:03:42.181030,Topaz Drill KGR-12,item,18500000,20585000,8
2026-02-01T10:03:42.181030,Mossy Helianthus Boots,item,82500000,105000000,5
2026-02-01T10:03:42.181030,⚚ Ancient Shadow Assassin Helmet,item,10950000,19449999,8
2026-02-01T10:03:42.181030,Gyrokinetic Wand,item,20945000,22283993,18
2026-02-01T10:03:42.181030,Ancient Superior Dragon Leggings,item,10300000,29999000,10
2026-02-01T10:03:42.181030,Bal,pet_80_100_legendary,7500000,12100000,32
2026-02-01T10:03:42.181030,Turtle,pet_0_79_legendary,12590000,13964999,8
2026-02-01T10:03:42.181030,Snail,pet_0_79_legendary,4999999,6290000,11
2026-02-01T10:03:42.181030,✿ Ancient Necron's Chestplate,item,36000000,95271500,122
2026-02-01T10:03:42.181030,Squeaky Pest Vest,item,21000000,25838383,8
2026-02-01T10:03:42.181030,Jellyfish,pet_0_79_legendary,46999000,60099999,22
2026-02-01T10:03:42.181030,Ancient Superior Dragon Helmet,item,10000000,17115000,6
2026-02-01T10:03:42.181030,Jaded Glossy Mineral Chestplate,item,26400000,28000000,12
2026-02-01T10:03:42.181030,Ender Artifact,item,70000000,83586036,50
2026-02-01T10:03:42.181030,Nether Artifact,item,21000000,29849999,43
2026-02-01T10:03:42.181030,Guardian,pet_0_79_legendary,250000,290000,39
2026-02-01T10:03:42.181030,Master Skull - Tier 6,item,136666000,141500000,8
2026-02-01T10:03:42.181030,Boots of Divan,item,17600000,18995449,38
2026-02-01T10:03:42.181030,Jaded Helmet of Divan,item,18000000,55000000,60
2026-02-01T10:03:42.181030,Jaded Glossy Mineral Helmet ✦,item,63000000,63000000,1
2026-02-01T10:03:42.181030,Necrotic Storm's Boots,item,19999999,35000000,56
2026-02-01T10:03:42.181030,Tiger,pet_0_79_legendary,18700000,18990000,17
2026-02-01T10:03:42.181030,Enderman,pet_0_79_legendary,46450000,48500000,14
2026-02-01T10:03:42.181030,Builder's Wand,item,11400000,12099999,13
2026-02-01T10:03:42.181030,Leggings of Divan,item,18900000,20699950,22
2026-02-01T10:03:42.181030,Mithril Golem,pet_0_79_legendary,2750000,3000000,29
2026-02-01T10:03:42.181030,Rat,pet_0_79_legendary,37000,85000,29
2026-02-01T10:03:42.181030,Jaded Chestplate of Divan,item,21000000,57000000,71
2026-02-01T10:03:42.181030,Hedgehog,pet_80_100_legendary,20000000,37300000,11
2026-02-01T10:03:42.181030,Scatha ✦,pet_80_100_legendary,388000000,410000000,4
2026-02-01T10:03:42.181030,Ancient Superior Dragon Chestplate,item,11270000,27999500,18
2026-02-01T10:03:42.181030,Necrotic Storm's Leggings,item,19988000,43550000,37
2026-02-01T10:03:42.181030,Reaper Mask,item,10099999,11500000,17
2026-02-01T10:03:42.181030,Eccentric Painting Bundle,item,58000000,72900000,15
2026-02-01T10:03:42.181030,Magic 8 Ball,item,86999999,92270000,28
2026-02-01T10:03:42.181030,Double-Bit Advanced Gardening Axe,item,11222222,11222222,1
2026-02-01T10:03:42.181030,Hocus-Pocus Cipher,item,52800000,63294000,32
2026-02-01T10:03:42.181030,Skeleton,pet_0_79_legendary,3199998,5899000,35
2026-02-01T10:03:42.181030,Ancient Necron's Chestplate,item,18499000,60000000,249
2026-02-01T10:03:42.181030,Juju Shortbow,item,10000000,37000000,115
2026-02-01T10:03:42.181030,Loving Storm's Chestplate,item,28500000,57999999,44
2026-02-01T10:03:42.181030,Tier Boost,item,133000000,156237500,24
2026-02-01T10:03:42.181030,Hedgehog,pet_0_79_legendary,6850000,7500000,22
2026-02-01T10:03:42.181030,Ancient Storm's Helmet,item,22000000,41500000,11
2026-02-01T10:03:42.181030,Fabled Pyrochaos Dagger,item,44000000,63000000,27
2026-02-01T10:03:42.181030,Baby Yeti,pet_0_79_legendary,10770000,11000000,47
2026-02-01T10:03:42.181030,Fabled Deathripper Dagger,item,44000000,86050000,30
2026-02-01T10:03:42.181030,Runeblade Artifact,item,10899998,12149000,24
2026-02-01T10:03:42.181030,Autopet Rules 2-Pack,item,19399999,19980000,17
2026-02-01T10:03:42.181030,Jaded Leggings of Divan,item,23000000,60500000,46
2026-02-01T10:03:42.181030,Titanium Relic,item,25499000,26999999,96
2026-02-01T10:03:42.181030,Helmet of Divan,item,17800000,20000000,46
2026-02-01T10:03:42.181030,Parrot,pet_0_79_legendary,25999999,27500000,14
2026-02-01T10:03:42.181030,Ancient Primordial Boots,item,29000000,41000000,11
2026-02-01T10:03:42.181030,Ancient Primordial Leggings,item,25000000,47000000,11
2026-02-01T10:03:42.181030,Mithril Golem,pet_0_79_mythic,5400000,6000000,12
2026-02-01T10:03:42.181030,Ancient Primordial Chestplate,item,26000000,44000000,14
2026-02-01T10:03:42.181030,Menacing Manticore Claw,item,55000000,55000000,1
2026-02-01T10:03:42.181030,Withered Livid Dagger,item,10000000,22000000,41
2026-02-01T10:03:42.181030,Moonglade Figstone Splitter,item,10000000,21920000,69
2026-02-01T10:03:42.181030,Slug,pet_0_79_legendary,5000000,5000000,120
2026-02-01T10:03:42.181030,Frog,pet_0_79_legendary,6799999,8400000,21
2026-02-01T10:03:42.181030,Spicy Livid Dagger,item,10000000,13000000,11
2026-02-01T10:03:42.181030,Digested Mosquito,item,18400000,20000000,11
2026-02-01T10:03:42.181030,Scarf's Grimoire,item,23700000,25000000,23
2026-02-01T10:03:42.181030,Burnt Texts,item,20900000,23980000,23
2026-02-01T10:03:42.181030,Ancient Necron's Leggings,item,13999000,37000000,81
2026-02-01T10:03:42.181030,Reindeer,pet_0_79_legendary,230000,350000,16
2026-02-01T10:03:42.181030,Tarantula,pet_80_100_legendary,5640000,29888889,6
2026-02-01T10:03:42.181030,Gentle Ice Spray Wand,item,16999999,17000000,3
2026-02-01T10:03:42.181030,Ancient Tarantula Helmet,item,14250000,19980000,19
2026-02-01T10:03:42.181030,Rabbit,pet_80_100_legendary,15999999,24980000,9
2026-02-01T10:03:42.181030,Ancient Final Destination Leggings,item,10000000,24500000,65
2026-02-01T10:03:42.181030,Shiny Shard,item,47999000,50000000,37
2026-02-01T10:03:42.181030,Silverfish,pet_0_79_legendary,800000,800000,38
2026-02-01T10:03:42.181030,Storm's Boots,item,10890000,11700000,12
2026-02-01T10:03:42.181030,Silverfish,pet_80_100_legendary,5400000,6444444,11
2026-02-01T10:03:42.181030,Armadillo,pet_80_100_legendary,9000000,11499999,15
2026-02-01T10:03:42.181030,⚚ Waxed Bone Necklace,item,12230000,20000000,19
2026-02-01T10:03:42.181030,Sheep,pet_80_100_legendary,3500000,9199000,35
2026-02-01T10:03:42.181030,Necron's Chestplate,item,16340000,16980000,32
2026-02-01T10:03:42.181030,Fabled Atomsplit Katana,item,43000000,80000000,76
2026-02-01T10:03:42.181030,Terminator,item,370000000,489999999,92
2026-02-01T10:03:42.181030,Ancient Maxor's Boots,item,10000000,32000000,42
2026-02-01T10:03:42.181030,Mooshroom Cow,pet_0_79_legendary,5990000,6000000,20
2026-02-01T10:03:42.181030,Zombie,pet_0_79_legendary,1200000,3380000,29
2026-02-01T10:03:42.181030,⚚ Ancient Shadow Assassin Leggings,item,10000000,14000000,55
2026-02-01T10:03:42.181030,Black Cat,pet_0_79_legendary,47980000,55000000,53
2026-02-01T10:03:42.181030,Pressure Artifact,item,81899999,81899999,1
2026-02-01T10:03:42.181030,Fierce Superior Dragon Leggings,item,10290000,11820000,9
2026-02-01T10:03:42.181030,Bone Reaver,item,21998000,23249000,2
2026-02-01T10:03:42.181030,Storm's Helmet,item,11399999,12400000,21
2026-02-01T10:03:42.181030,Anita's Artifact,item,14000000,15999999,19
2026-02-01T10:03:42.181030,Ammonite,pet_0_79_legendary,1000000,1430000,15
2026-02-01T10:03:42.181030,Burning Kuudra Core,item,17400000,18000000,21
2026-02-01T10:03:42.181030,Rabbit,pet_0_79_legendary,4300000,4499999,3
2026-02-01T10:03:42.181030,Flying Fish,pet_0_79_legendary,6000000,7000000,28
2026-02-01T10:03:42.181030,⚚ Withered Felthorn Reaper,item,33310000,56500000,20
2026-02-01T10:03:42.181030,Sheep,pet_0_79_legendary,3299999,3889999,54
2026-02-01T10:03:42.181030,Kingfisher Dye,item,15800000,18000000,10
2026-02-01T10:03:42.181030,Black Ice Dye,item,14900000,15000000,29
2026-02-01T10:03:42.181030,Spinosaurus,pet_0_79_legendary,5500000,7000000,42
2026-02-01T10:03:42.181030,Arachne Crystal,item,11000000,12999000,13
2026-02-01T10:03:42.181030,T-Rex,pet_0_79_legendary,4700000,5621621,32
2026-02-01T10:03:42.181030,Necrotic Wither Goggles,item,10000000,40000000,33
2026-02-01T10:03:42.181030,Mithril Golem,pet_80_100_legendary,5000000,8599499,8
2026-02-01T10:03:42.181030,Ancient Necron's Helmet,item,10000000,27932045,62
2026-02-01T10:03:42.181030,⚚ Waxed Shadow Assassin Cloak,item,15700000,18676767,17
2026-02-01T10:03:42.181030,Tormentor,item,41000000,43999000,16
2026-02-01T10:03:42.181030,Waxed Soulweaver Gloves,item,13999000,13999000,11
2026-02-01T10:03:42.181030,Ancient Final Destination Helmet,item,10000000,40000000,67
2026-02-01T10:03:42.181030,Primordial Boots,item,26000000,28849999,6
2026-02-01T10:03:42.181030,Judgement Core,item,139000000,145000000,25
2026-02-01T10:03:42.181030,Glacial Scythe,item,22499999,23000000,13
2026-02-01T10:03:42.181030,Ancient Reaper Mask,item,15850000,30000000,15
2026-02-01T10:03:42.181030,Heroic Hyperion,item,470000000,1157111111,80
2026-02-01T10:03:42.181030,Ancient Necron's Boots,item,10000000,36000000,70
2026-02-01T10:03:42.181030,Skeleton,pet_80_100_legendary,16000000,22000000,11
2026-02-01T10:03:42.181030,Wither Chestplate,item,10000000,10500000,32
2026-02-01T10:03:42.181030,Shimmering Wool,item,73780000,74939999,28
2026-02-01T10:03:42.181030,Tarantula,pet_0_79_mythic,3797999,3950000,18
2026-02-01T10:03:42.181030,Jasper Drill X,item,38000000,41499999,8
2026-02-01T10:03:42.181030,Discrite,item,20000000,20000000,14
2026-02-01T10:03:42.181030,Sunshine Crystal,item,15998000,16000000,5
2026-02-01T10:03:42.181030,Great Spook Artifact,item,57999999,60000000,7
2026-02-01T10:03:42.181030,Wither Skeleton,pet_0_79_legendary,4680000,4900000,26
2026-02-01T10:03:42.181030,Goldor's Chestplate,item,12390000,12500000,7
2026-02-01T10:03:42.181030,Ocelot,pet_0_79_legendary,3799000,4997000,15
2026-02-01T10:03:42.181030,Mossy Fermento Chestplate,item,54000000,57500000,2
2026-02-01T10:03:42.181030,Necrotic Shadow Goggles,item,34300000,35000000,5
2026-02-01T10:03:42.181030,Flying Fish,pet_80_100_mythic,74000000,83000000,15
2026-02-01T10:03:42.181030,Jaded Boots of Divan,item,17800000,51450000,64
2026-02-01T10:03:42.181030,⚚ Heroic Spirit Sceptre,item,10650000,40000000,34
2026-02-01T10:03:42.181030,Giant's Sword,item,69999998,75850000,30
2026-02-01T10:03:42.181030,Purple Jerry Talisman,item,45900000,54899499,10
2026-02-01T10:03:42.181030,Guardian,pet_80_100_mythic,9000000,12388500,18
2026-02-01T10:03:42.181030,Fleet Mithril Drill SX-R226,item,21000000,34999000,3
2026-02-01T10:03:42.181030,Fermento Leggings,item,40432233,40432234,3
2026-02-01T10:03:42.181030,Horse,pet_0_79_legendary,2242000,2600000,12
2026-02-01T10:03:42.181030,Fierce Superior Dragon Chestplate,item,10000000,13545444,13
2026-02-01T10:03:42.181030,Razor-sharp Shark Tooth Necklace,item,10900000,11999999,8
2026-02-01T10:03:42.181030,Enderman,pet_0_79_mythic,53500000,55999999,10
2026-02-01T10:03:42.181030,Reaper Scythe,item,22500000,29300000,36
2026-02-01T10:03:42.181030,Dimensional Chestplate of Divan,item,20000000,56900000,7
2026-02-01T10:03:42.181030,Beacon V,item,43899000,46000000,48
2026-02-01T10:03:42.181030,Fierce Primordial Boots,item,26000000,27950000,2
2026-02-01T10:03:42.181030,Mango Dye,item,34000000,35000000,12
2026-02-01T10:03:42.181030,Fierce Primordial Chestplate,item,23000000,28375000,2
2026-02-01T10:03:42.181030,Frog,pet_80_100_legendary,9080000,16750000,20
2026-02-01T10:03:42.181030,Beastmaster Crest,item,10000000,35800000,34
2026-02-01T10:03:42.181030,Fabled Giant's Sword,item,84500000,119699000,37
2026-02-01T10:03:42.181030,Griffin,pet_80_100_mythic,135999999,149000000,9
2026-02-01T10:03:42.181030,Giant Mender Crown,item,13760000,22650000,16
2026-02-01T10:03:42.181030,Mythic Reaper Mask,item,11299999,11299999,1
2026-02-01T10:03:42.181030,Master Skull - Tier 5,item,31800000,37993349,26
2026-02-01T10:03:42.181030,Ancient Primordial Helmet,item,27500000,72499999,24
